pitchid,pitcherid,yearid,height,ballSpeed,curve_X,curve_Z,releasePoint_X,releasePoint_Y,releasePoint_Z,ballSpin,type
258,5,1,72,72.33821939,0.710789043,-6.729609441,-1.470724005,6.291861378,5.762790925,2090.518017,2
259,5,1,72,90.26976832,-8.042359473,6.586769684,-1.734937792,6.176415061,5.95618993,1943.410513,9
260,5,1,72,90.19913258,-7.28920492,7.234240443,-1.532039455,6.301597291,5.954968525,1955.259211,9
261,5,1,72,90.04126699,-5.11484384,8.556355411,-1.797451261,6.033189117,6.030906695,2071.531704,10
262,4,1,72,91.82046568,-4.995210416,9.502603973,-2.176378024,5.956454958,5.878393968,2341.348265,10
263,2,1,80,94.81085271,-0.659917048,11.0253628,-1.855241007,6.134453195,5.87396921,2208.620919,10
264,2,1,80,80.25068704,6.457181042,-3.249096211,-2.092426769,6.224893217,6.02831892,2455.073944,2
265,5,1,72,89.08751884,-4.699394772,10.26886454,-1.443217374,6.362533691,5.852720255,1989.790885,10
266,2,1,80,81.41702704,4.797178566,-6.374207441,-1.986990418,6.45130445,5.950773992,2581.716318,2
267,4,1,72,87.45308763,2.515971466,2.510457565,-1.821012428,6.200344398,5.8816634,2488.799144,8
268,5,1,72,90.41890373,-6.318588964,9.185688559,-1.648954283,6.44958598,5.861013456,2014.937115,9
269,5,1,72,90.21146716,-2.188722828,9.317852553,-1.30820505,6.259989666,5.929154771,2109.756313,10
270,4,1,72,89.89417308,0.888655723,5.116659517,-2.095513488,6.247788763,5.680934417,2512.888951,8
271,2,1,80,75.63793145,7.523549607,-8.100696479,-2.429708499,6.1342285,5.704455888,2498.303444,2
272,1,1,76,85.55249445,-8.067263794,3.93664838,-2.264687552,6.084810492,6.272263287,2246.615179,9
273,2,1,80,87.23876296,-5.136760741,1.681234132,-2.61909324,5.970177896,5.696863003,1558.275735,4
274,5,1,72,84.2201498,0.54163794,4.877680774,-1.562016259,6.162044795,5.816738602,1236.857448,4
275,2,1,80,80.69246905,6.829804807,-5.873436535,-2.589689607,5.992628947,5.706967192,2516.735274,2
276,2,1,80,77.95949166,4.861704369,-8.052924883,-2.236747798,6.36390494,5.522773508,2575.916831,2
277,4,1,72,85.82671819,-8.021867477,-0.486652344,-1.931008184,6.421436895,5.696413219,1225.109341,4
278,5,1,72,72.45336208,0.199681208,-8.609039806,-1.15259011,6.37933952,5.756079855,2067.117872,2
279,5,1,72,86.42176646,-4.417205194,8.1295289,-1.140242308,6.102370815,5.963340255,1392.491953,7
280,5,1,72,90.16481743,-1.420870634,8.103246515,-1.260190512,6.275609382,6.020210411,1931.114531,10
281,5,1,72,88.17712181,0.692707657,5.586504799,-1.407056051,6.050759036,5.921762787,2073.943184,8
282,4,1,72,89.79841244,1.401909344,4.231196091,-2.122855709,5.952831724,5.944274601,2538.185437,8
283,5,1,72,90.22623408,-8.118350104,10.57759578,-1.519579408,6.274142499,5.815291908,1866.630136,9
284,2,1,80,92.18683782,-1.792697661,7.725294251,-2.403871064,6.228030276,5.882471761,2094.91719,10
285,5,1,72,90.18671432,-2.96901089,9.799929454,-0.804708392,6.074924467,5.888833521,1961.11863,10
286,4,1,72,92.85482726,-12.47286557,5.561601799,-2.374749186,6.267767712,5.739155217,2137.184344,9
287,5,1,72,84.30651493,-7.884941628,2.2695853,-0.957839325,6.399261159,5.922276618,786.8644555,7
288,5,1,72,90.28627979,-5.360760072,12.43434392,-1.301492563,5.748353939,5.916782136,1936.279075,10
289,4,1,72,93.46952505,-9.537296839,6.538998936,-2.06918932,6.180864276,5.980903811,2332.932974,9
290,1,1,76,86.66919181,-4.878058316,1.211100362,-1.917563836,6.114194952,6.565830866,2259.538776,9
291,5,1,72,82.76481219,2.283196693,-2.737514193,-0.911333856,6.131266321,6.013618896,1629.776413,3
292,4,1,72,89.04465637,5.389689272,2.149699295,-1.722001549,5.866924328,5.743638933,2437.979002,8
293,5,1,72,72.49631471,5.943589491,-13.38757533,-0.927667912,6.120225067,5.891825539,2257.100862,2
294,2,1,80,94.38866832,-4.497301728,9.394540748,-2.181034376,6.218283816,5.834790764,2250.627997,9
295,2,1,80,87.36741087,-6.101175121,3.719267677,-2.466542291,6.187882077,5.64285288,1459.918249,4
296,4,1,72,87.90973014,-6.730400129,2.248960421,-1.923116166,6.115960801,5.694168587,1327.205717,4
297,5,1,72,90.17592017,-3.631266391,12.15858633,-1.077107646,6.237805098,6.007495492,2047.826724,10
298,4,1,72,90.13052185,1.055277849,4.721179868,-1.981229956,6.075824843,5.751183914,2315.812443,8
299,2,1,80,84.2176748,-4.71679929,1.286136662,-2.221063559,6.129267624,5.849997898,1793.900419,4
300,4,1,72,80.75302971,3.715906334,-3.045652877,-1.866096397,6.036403679,5.886661872,2525.31809,2
301,2,1,80,95.92126298,1.258167485,7.358247939,-2.191465116,6.303034169,6.081699339,2311.593369,10
302,1,1,76,88.18765131,-6.984415955,3.477372598,-2.013442764,6.071031647,6.217065954,2160.876176,9
303,1,1,76,80.36774278,-7.447789337,-1.273744928,-1.455894962,6.344626801,6.493973037,1398.879727,4
304,5,1,72,83.54019488,-3.363425465,4.661503505,-1.519114303,6.326913763,5.962405103,1244.060569,4
305,5,1,72,91.25638053,-5.437999467,9.473523188,-1.817345581,6.436196365,5.74297628,1840.55838,9
306,2,1,80,93.96608053,-3.603664884,10.27180815,-2.021969219,6.318099514,5.997096913,2329.25059,10
307,1,1,76,88.48355249,-8.366132463,0.381555751,-2.335293967,6.074774364,5.73985629,2227.94278,9
308,5,1,72,84.18872171,-7.1973086,4.365752923,-1.016857631,6.335141129,5.968838402,688.0675941,7
309,2,1,80,87.36836062,-4.402015891,3.078527385,-2.323231674,6.496887196,5.73722758,1758.340551,4
310,5,1,72,82.92010206,0.02955414,-1.709840661,-1.128873911,6.496930398,5.787733306,628.9475658,7
311,5,1,72,83.60707839,-2.370618926,2.29111165,-1.027260433,6.195086313,6.042806167,879.8683074,7
312,5,1,72,71.17078762,1.624537684,-10.29876944,-1.32340258,6.256274974,5.848101761,2264.816981,2
313,5,1,72,91.41878406,-5.333476967,10.75141882,-0.800429404,6.350126695,5.998687632,1979.094167,10
314,5,1,72,89.00193788,-3.550554979,11.59993362,-1.526377574,6.259810416,5.93833714,1927.829528,10
315,2,1,80,95.96714414,-0.979815031,5.971876888,-1.879139473,6.217595378,5.857287596,2195.169607,9
316,4,1,72,92.73834962,-6.023327688,11.26744979,-2.109786055,6.21549261,6.011222501,2290.00954,10
317,4,1,72,92.77738116,-4.0314789,8.281729106,-2.051600352,6.329662315,5.996416375,2460.182814,10
318,5,1,72,84.27064227,-2.26078115,3.046892509,-0.976140544,6.202106091,6.035872998,717.6976854,7
319,5,1,72,90.58380034,-5.523554416,6.808334374,-1.34391909,6.311905998,5.641921432,1830.427186,9
320,4,1,72,92.31311095,-4.341982938,8.681071261,-2.038946321,6.28724194,5.959496019,2261.557631,10
321,5,1,72,86.73943103,-2.199839842,4.625397515,-0.954898693,6.261653067,6.140286308,757.4033499,7
322,5,1,72,71.80109696,0.904184334,-8.278766699,-1.15026732,6.121128137,5.684564646,2005.3016,2
323,5,1,72,88.06883656,1.573908389,6.965275191,-1.397815434,6.313661387,5.927887236,2134.237548,8
324,4,1,72,92.73312687,-4.070793196,8.977007268,-1.43553657,5.847596053,6.331293743,2264.178578,10
325,4,1,72,91.42863943,-3.801516848,11.52841265,-1.96357037,5.818448035,5.910076967,2287.948896,10
326,4,1,72,93.76543691,-5.712007916,12.27211464,-1.930134646,6.356667298,6.136028085,2182.524494,10
327,5,1,72,89.09314612,-5.351808499,7.284433901,-1.421302166,6.294503568,5.839291046,1774.565282,9
328,5,1,72,90.17446163,-5.099905836,11.06180462,-1.161882259,5.970661843,6.001106717,1914.076217,9
329,5,1,72,85.16044917,-2.39789334,5.987428292,-0.453582815,6.566048993,6.299157834,1209.340638,7
330,5,1,72,91.39802032,-3.739848289,11.77568975,-0.824824382,6.11739533,5.943113201,2038.425518,10
331,5,1,72,88.35924553,-9.37194698,7.987728495,-1.487099507,5.631426901,5.688525014,1870.130185,9
332,5,1,72,81.79323964,-4.742533024,6.430221567,-1.315398811,5.837119776,5.73451045,1296.608565,4
333,5,1,72,89.4963494,-0.504492124,9.67670823,-0.918288967,6.160297286,5.869392728,1876.686506,10
334,2,1,80,90.06054219,-5.892905567,1.764714214,-2.343034698,6.016478357,5.758567252,1758.697258,4
335,5,1,72,90.6290602,-8.972943197,10.53462206,-1.538343068,5.971315241,5.864826269,1788.793479,9
336,5,1,72,86.12563144,-1.61927981,1.27784301,-0.760040639,6.213697659,6.006401752,753.2177509,7
337,4,1,72,90.16833571,-0.227715494,5.178326152,-1.960092486,6.106786424,5.949743947,2494.502642,8
338,5,1,72,81.37371072,-8.748286884,5.522678355,-1.807688721,5.966693618,5.626549903,1321.089811,4
339,5,1,72,89.63011779,-3.936637162,9.207087444,-1.257527623,6.084283579,5.898916258,1914.086778,10
340,5,1,72,88.54493374,-4.667518079,10.26967168,-1.786234611,5.887982229,5.909500985,2029.75881,10
341,5,1,72,90.63856025,-4.632662896,10.01761789,-0.94361824,6.413756784,5.909877038,2002.951721,10
342,2,1,80,96.37296935,-1.735381641,8.889774907,-2.381555436,6.50087693,5.664790141,2173.591115,10
343,2,1,80,81.10980253,8.34633477,-7.519272332,-2.083774307,6.176535316,6.004732026,2644.633216,2
344,4,1,72,92.88195362,-4.669363145,7.73500203,-1.945951671,6.157281925,5.79916328,2314.749816,10
345,5,1,72,69.7410496,6.839961156,-12.22843828,-1.27778089,6.371170859,5.775510268,2125.036048,2
346,4,1,72,88.16915023,-6.766884189,4.840147838,-1.9815355,6.24861645,5.731297966,1673.034787,4
347,1,1,76,87.9494713,-9.609459323,2.656253314,-2.305805186,6.350935674,6.278509739,2249.905259,9
348,5,1,72,90.9378846,-5.239461682,8.197471462,-0.926301639,6.365353922,5.841809889,2000.808142,9
349,5,1,72,83.80517978,-0.450963224,2.78750146,-0.85820398,6.2943043,6.234522224,953.9091726,7
350,2,1,80,94.51516236,-5.823531333,8.713661778,-2.462736243,5.853271039,5.719026028,2182.497312,9
351,5,1,72,91.16107136,-2.11392396,9.182162539,-0.994016584,6.288189209,6.12317966,2031.714972,10
352,4,1,72,93.1393761,-5.499862036,11.16187871,-1.899238352,5.962609793,5.924812886,2293.427325,10
353,5,1,72,89.42187202,-9.729657956,5.629340555,-1.384774164,6.403725663,5.608429882,2025.501905,9
354,5,1,72,89.19389569,-7.179163823,6.238761677,-1.695772446,6.241368647,5.810034748,1896.007422,9
355,5,1,72,80.14511063,-11.18385623,2.333397375,-1.594463306,6.233520335,5.380940665,1174.018728,4
356,5,1,72,81.67944528,0.591899011,-2.262627525,-1.723066272,5.87307739,5.725494208,1970.501521,3
357,5,1,72,82.34267049,1.445265421,6.81673661,-1.779156312,6.389932254,5.85388821,1529.051886,3
358,4,1,72,78.9535854,4.663068941,-1.288695845,-1.803824272,6.260858035,5.91647549,2616.890291,2
359,4,1,72,93.49613676,-6.164823619,10.87212841,-1.799466568,6.173878514,6.079930087,2415.017494,10
360,4,1,72,86.40864265,-8.918207966,6.47561262,-2.020878702,6.200164022,5.663636609,1467.546549,4
361,4,1,72,92.10290306,-6.547614323,7.034307253,-1.985133114,6.150396094,5.74896902,2223.728836,9
362,4,1,72,79.97555329,5.372381161,-4.29754837,-1.960715251,6.117744181,5.841301103,2720.86384,2
363,2,1,80,82.83451728,3.428867888,-5.505656571,-2.367599313,6.08293052,5.887445901,2523.525982,2
364,2,1,80,94.68889186,-1.794182884,9.508654195,-2.001744925,6.320295547,6.090379989,2226.195474,10
365,5,1,72,89.15409849,-0.739854496,7.798572106,-1.366041507,6.2058623,5.898403632,1935.416048,10
366,4,1,72,86.75219996,-7.471729987,2.984790928,-2.115493656,6.016365806,5.663470433,1515.505639,4
367,5,1,72,90.29181758,-6.600737551,8.488528186,-1.518525826,6.00716282,5.996390736,2012.756732,9
368,5,1,72,90.80371675,-3.957044079,10.74356416,-1.232222431,6.461197992,5.850265252,2043.359385,10
369,2,1,80,87.46182838,-6.240670138,-0.366703194,-2.210617852,6.147990895,5.770188183,1657.588803,4
370,5,1,72,83.00611218,-3.387931776,3.570965852,-0.801364722,6.274600207,5.931605841,1112.008486,4
371,4,1,72,86.85091047,-5.956732585,3.283389251,-2.166236942,6.08762165,5.648336091,1433.820679,4
372,2,1,80,98.0931939,-1.559120169,8.687549844,-1.987672885,6.152570197,6.049250928,2149.281963,10
373,5,1,72,91.26608547,-4.687031235,9.014023472,-0.971885819,6.087386819,6.052903841,1899.325697,9
374,5,1,72,90.41944631,-7.241173642,5.239922625,-1.694600123,6.14815075,5.647094724,1810.892226,9
375,2,1,80,93.68219773,-7.242535891,7.955506784,-2.146028492,6.129686304,5.757010616,2398.912445,9
376,4,1,72,93.08464214,-5.986322779,8.287323525,-1.834537248,6.330406613,6.007907594,2277.204427,9
377,5,1,72,83.30348738,-4.047617235,7.32746029,-1.276606288,6.261942072,5.770721944,1275.682155,4
378,5,1,72,71.98261225,3.325575828,-7.488151735,-1.334337078,6.166162285,5.815142329,2210.395641,2
379,4,1,72,89.40794127,0.604172365,3.464804431,-2.211601261,6.30775712,5.859491737,2482.550449,8
380,4,1,72,95.22345496,-9.000727696,10.65972871,-2.218893194,6.410967712,5.820823445,2390.939588,10
381,2,1,80,79.39165713,2.23472221,-7.228028001,-2.354923267,6.047150314,6.037150023,2479.205581,2
382,5,1,72,88.62889168,-0.370143217,11.15091227,-1.420099234,5.936363711,5.87698858,1947.770166,10
383,5,1,72,82.94507984,-2.74237679,-0.248018801,-1.271937625,6.035054172,6.087126646,684.4436146,7
384,1,1,76,86.49196811,-5.908059065,8.409277347,-2.486389904,6.044164118,6.036554568,2254.5729,10
385,5,1,72,73.65616377,3.891364325,-8.507236093,-1.09222586,6.539358158,5.909680644,2242.790121,2
386,5,1,72,91.10217057,-2.235886652,9.336976136,-0.803732137,6.068542677,5.868632163,1980.227293,10
387,4,1,72,90.56872518,0.646144428,7.799434508,-1.860497044,5.857618544,5.900220507,2458.453382,8
388,2,1,80,96.7117505,-5.714853705,9.556657749,-2.417204365,6.087108232,5.701558426,2474.113454,9
389,5,1,72,90.38189839,-4.087659647,5.79632965,-1.496757429,6.542681772,5.637413032,1989.858308,8
390,4,1,72,92.84182021,-5.350679862,7.867610001,-1.982180943,6.471964933,5.841303515,2190.462894,10
391,5,1,72,90.65941464,-4.379641057,8.960113486,-1.590017363,6.466914693,5.804215983,1983.246913,10
392,2,1,80,94.20446434,-7.104223266,7.274099464,-2.300206678,6.164313341,5.767956264,2332.981267,9
393,5,1,72,90.35393461,-5.784371831,9.387350219,-1.001243879,6.193252326,6.005979528,1966.246235,9
394,2,1,80,97.41112877,-2.334258584,9.603400783,-1.858227338,6.166866637,6.197547539,2222.974388,10
395,4,1,72,89.1336349,3.475188111,3.273372432,-1.850776633,6.241098202,5.831079326,2440.195662,8
396,5,1,72,72.25668858,6.218408612,-8.533767675,-1.337507048,6.45812145,5.907873264,2208.087844,2
397,1,1,76,81.24928195,-6.485379416,1.006650049,-1.798723418,5.88299566,6.604644974,1537.307995,4
398,5,1,72,89.9079759,-11.40156369,4.283617538,-2.02259647,6.106273348,5.395179255,1965.554519,9
399,5,1,72,83.40225378,-4.477738341,4.63832707,-1.325546848,6.001634779,5.912289939,1659.300659,7
400,1,1,76,87.22173124,-8.603567728,5.647645245,-2.117759723,6.387756972,6.415224278,2230.097758,9
401,5,1,72,90.97658159,-6.626522465,6.378053636,-1.422541935,5.985787739,5.850528945,1970.297497,9
402,5,1,72,84.41890891,-2.514456508,2.872023615,-1.002393598,6.232203459,6.129502611,1241.33474,7
403,2,1,80,94.90096921,-2.708194378,10.74691359,-1.813929223,6.603990103,6.194739005,2280.203317,10
404,5,1,72,88.76420575,-7.075194082,7.538551659,-1.267433196,6.105335628,5.734441693,1968.147861,9
405,5,1,72,90.46689158,-8.405057908,5.280558694,-1.880630806,6.157176419,5.627655824,1986.71903,9
406,5,1,72,90.05025917,-6.970559865,5.38890012,-1.542813166,6.324298712,5.736917999,1864.785737,9
407,4,1,72,92.34861196,-8.361775022,8.112653897,-2.047716443,6.132657442,5.892617035,2414.869722,9
408,5,1,72,91.13506548,0.310607556,9.83886953,-0.651029635,6.388571857,5.988757232,1888.077627,10
409,5,1,72,71.02431662,3.038851152,-9.085268249,-1.593915126,6.687773228,5.740093987,2109.937342,2
410,5,1,72,90.14425702,-3.408499768,7.039717934,-1.197591643,6.369305688,5.95337911,1911.068133,10
411,4,1,72,80.97611194,2.901192847,-2.825761509,-2.248819024,5.884413163,5.781540569,2676.655541,2
412,5,1,72,91.13160747,-5.928373503,9.234053782,-1.150931619,5.938468168,6.005403561,2066.117335,10
413,5,1,72,89.59674537,-7.149984427,9.41263713,-1.531338792,6.108017133,5.825986035,1925.653529,9
414,5,1,72,82.39919234,-2.637195992,3.891068056,-0.69808856,6.376973839,6.130349279,1118.974439,4
415,5,1,72,90.13279545,-9.588874864,8.039411678,-1.403817541,6.075215482,5.543548922,1908.24078,9
416,5,1,72,90.70459942,-3.970377024,7.34455821,-1.69815552,6.527314552,5.786504917,1966.275354,9
417,4,1,72,93.64133995,-10.45872713,6.65560822,-2.25214794,6.438394134,5.852698597,2248.564488,9
418,2,1,80,92.70703775,-8.708046898,8.160652842,-2.38438948,6.091051776,5.63002606,2243.600803,9
419,4,1,72,93.02922617,-4.226721517,9.697268678,-1.793345572,6.116503781,6.026551322,2377.370662,10
420,4,1,72,91.93413383,-5.584876603,6.251093106,-2.11852653,6.203833241,5.839960786,2228.186414,9
421,5,1,72,90.44483306,-9.168364099,3.625184027,-1.960805282,6.105855654,5.664477208,1840.174344,9
422,5,1,72,89.78560629,-2.430709719,11.05566844,-1.450627084,6.303440695,5.971923602,1912.557666,10
423,4,1,72,86.94261942,-7.537414971,1.139292649,-2.341509765,6.184971502,5.712733303,1225.080954,4
424,5,1,72,70.40294598,3.734638571,-8.286729143,-1.220818833,5.874489901,5.730379589,2068.013526,2
425,5,1,72,88.08244047,-9.786036653,5.727040783,-2.294270843,6.109976014,5.582019841,1857.965131,9
426,4,1,72,87.963127,-4.912793457,5.6659795,-2.11268374,5.634916521,5.642518466,1475.957304,4
427,5,1,72,84.91398728,-4.05779413,5.236580129,-1.185100412,6.228601039,5.984249839,880.6293308,7
428,5,1,72,90.07828507,-6.719881942,7.762048558,-1.876393882,6.353974199,5.571598277,1832.782374,9
429,5,1,72,83.68596932,-8.566422455,0.640125174,-0.972601663,6.499745869,5.859283455,1364.731361,7
430,5,1,72,90.91090676,-7.313395151,6.262120303,-1.739856573,6.09695175,5.757049799,2014.033021,9
431,2,1,80,95.73576898,-0.030319989,6.652300139,-2.65932277,6.144627014,5.820266513,2063.488618,10
432,2,1,80,78.81665387,5.282565115,-3.621927925,-1.965598627,6.092386368,5.864177248,2505.662123,2
433,5,1,72,83.12002206,-4.146662835,0.936473209,-1.042958015,6.317718306,5.681210305,553.0638804,7
434,4,1,72,93.72204703,-3.812032116,9.419512291,-1.963273173,6.141594955,6.096766159,2580.066494,10
435,4,1,72,93.06310573,-5.009059536,8.96217688,-2.012017801,5.962265524,5.786474601,2372.920242,10
436,5,1,72,89.69384235,-7.514654104,8.210017251,-1.907877179,6.165383889,5.6314494,2076.183332,9
437,5,1,72,90.17204447,-5.213734313,6.97670634,-1.731419721,6.118683492,5.690972039,1919.590434,9
438,5,1,72,84.12087347,0.510146355,3.692988969,-0.961410225,6.165194537,6.139475088,1171.50002,7
439,5,1,72,89.47740587,-5.63663933,9.572712457,-1.306411903,6.235592016,5.919479761,1826.887596,9
440,5,1,72,91.49182224,-0.081812361,10.99453713,-0.937571761,6.283360232,6.074999195,2068.713755,10
441,4,1,72,93.48617274,-3.010275149,8.517883683,-1.941727426,6.477601325,5.642304782,2231.130978,10
442,4,1,72,81.96958179,2.683292952,-2.613390547,-2.105269324,6.315415366,5.751048004,2716.235102,2
443,5,1,72,89.58999876,-2.314964422,9.795776471,-0.753983297,6.040722183,6.050955421,1897.670928,10
444,5,1,72,91.2039083,-3.344687202,8.730616532,-1.357421906,6.130160239,5.808308945,1964.626753,10
445,4,1,72,92.78436303,-3.243772324,10.81852641,-1.904187283,6.159818722,5.982847009,2370.836448,10
446,5,1,72,87.35684942,-8.289569938,9.453206488,-1.910051064,6.360679926,5.751644612,1874.264328,9
447,2,1,80,80.73507965,6.85318654,-6.97311874,-1.876537089,6.184725212,5.88350734,2687.929001,2
448,2,1,80,80.2909647,4.801950722,-8.973996728,-2.628596735,6.453147656,5.65356863,2596.559441,2
449,2,1,80,92.98602744,-0.884585006,9.908660387,-1.938744717,6.534431754,5.939121247,2256.426157,10
450,4,1,72,87.61068654,0.028267402,3.027051143,-1.820927436,6.434351647,5.762518282,2376.597993,8
451,4,1,72,92.40082813,-3.860898073,9.462562244,-1.907964337,6.244188884,6.125497767,2208.043045,10
452,1,1,76,87.07281954,-10.83634017,5.263455645,-2.056979336,6.436936049,6.289895098,2171.820213,9
